titel	titel_key	externe_id	datum	adres	postcode	omschrijving	locatie	url	plaats	type	srt	Naam	Type	toevoeging	bezoekadres	Postcode	Plaats	postadres	post_pc	tel	fax	email	internet	directie	stadsdeel	brin	Meer info van DMO
Spinoza Lyceum Daltonscholengemeenschap	spinoza_lyceum_daltonscholengemeenschap		0000-00-00 00:00:00	Peter van Anrooystraat 8	1076 BH		POINT(4.8659801 52.3426514)		Amsterdam	Middelbare school	VO	Spinoza Lyceum Daltonscholengemeenschap	Openbaar		Peter van Anrooystraat 8	1076 BH	Amsterdam			577 74 44	577 74 88	info@spinozalyceum.nl	www.spinozalyceum.nl	dhr. J. Catau (rector)	Zuid	21BH00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/21BH00.htm
Gerrit van der Veen College	gerrit_van_der_veen_college		0000-00-00 00:00:00	Gerrit van der Veenstraat 99	1077 DT		POINT(4.8744898 52.3487816)		Amsterdam	Middelbare school	VO	Gerrit van der Veen College	Samenwerking PC, RK		Gerrit van der Veenstraat 99	1077 DT	Amsterdam			679 99 05	679 88 36	info@gerritvdveen.nl	www.gerritvdveen.nl	mw. drs. E. Veenemans	Zuid	21ET00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/21ET00.htm
Sweelinck College	sweelinck_college		0000-00-00 00:00:00	Moreelsestraat 21	1071 BJ		POINT(4.88199 52.3553391)		Amsterdam	Middelbare school	VO	Sweelinck College	Samenwerking PC, RK		Moreelsestraat 21	1071 BJ	Amsterdam			572 11 50	673 83 16	info@sweelinckcollege.nl	www.sweelinckcollege.nl	mw. M. Uleman	Zuid	21ET02	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/21ET02.htm
Zuiderlicht College	zuiderlicht_college		0000-00-00 00:00:00	Rustenburgerstraat 436-438	1072 HK		POINT(4.8884702 52.3512001)		Amsterdam	Middelbare school	VO	Zuiderlicht College	Samenwerking PC, RK		Rustenburgerstraat 436-438	1072 HK	Amsterdam			662 00 11	676 80 07	zuiderlicht@zuiderlicht.org	www.zuiderlicht.org	dhr. C.P. Dol	Zuid	21ET01	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/21ET01.htm
Huygens College	huygens_college		0000-00-00 00:00:00	Tweede Constantijn Huygensstraat 31	1054 NN		POINT(4.8724599 52.364399)		Amsterdam	Middelbare school	VO	Huygens College	Samenwerking PC, RK		Tweede Constantijn Huygensstraat 31	1054 NN	Amsterdam			788 08 80	788 08 65	huygens@huygens-college.nl	www.huygens-college.nl	dhr. R. d' Ancona	West	21ET03	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/21ET03.htm
Apollo, De	apollo_de		0000-00-00 00:00:00	Oudaen 6	1081 BZ		POINT(4.8639698 52.3256111)		Amsterdam	Middelbare school	VO	Apollo, De	Samenwerking PC, RK	Nevenvestiging Zorg	Oudaen 6	1081 BZ	Amsterdam			644 83 57	642 18 38	apollo@deapollo.nl	www.deapollo.nl	mw.  A. Dee	Zuid	21ET08	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/21ET08.htm
Reigersbos Scholengemeenschap	reigersbos_scholengemeenschap		0000-00-00 00:00:00	Ravenswaaipad 3	1106 AW		POINT(4.9780002 52.2971382)		Amsterdam Zuidoost	Middelbare school	VO	Reigersbos Scholengemeenschap	Openbaar		Ravenswaaipad 3	1106 AW	Amsterdam Zuidoost			563 30 50	563 30 51	info@sgreigersbos.nl	www.sgreigersbos.nl	College van Bestuur: dhr. M. Schoon (voorzitter) en mw. B. van Nieuwenhuizen (lid)	Zuidoost	21FF00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/21FF00.htm
Calandlyceum	calandlyceum		0000-00-00 00:00:00	Pieter Calandlaan 182	1068 NT		POINT(4.8059802 52.3536682)		Amsterdam	Middelbare school	VO	Calandlyceum	Openbaar		Pieter Calandlaan 182	1068 NT	Amsterdam	Postbus 96051	1006EB Amsterdam	667 53 53	667 53 59	info@calandlyceum.nl	www.calandlyceum.nl	dhr. drs. E. Weiss	Nieuw-West	21GD00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/21GD00.htm
Calandlyceum	calandlyceum_1		0000-00-00 00:00:00	Sint Truidenstraat 20	1066 JP		POINT(4.81247 52.3439903)		Amsterdam	Middelbare school	VO	Calandlyceum	Openbaar		Sint Truidenstraat 20	1066 JP	Amsterdam	Postbus 96051	1006EB Amsterdam	667 53 53		info@calandlyceum.nl	www.calandlyceum.nl	dhr. drs. E. Weiss	Nieuw-West	21GD01	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/21GD01.htm
Cheider, Joodse Kindergemeenschap	cheider_joodse_kindergemeenschap		0000-00-00 00:00:00	Zeelandstraat 11	1082 BV		POINT(4.8790202 52.3268013)		Amsterdam	Middelbare school	VO	Cheider, Joodse Kindergemeenschap	Joods orthodox		Zeelandstraat 11	1082 BV	Amsterdam	Postbus 7828	1008AA Amsterdam	646 55 64	642 53 45	secretariaat@cheider.nl	www.cheider.nl	Rabbijn L.B. van de Kamp en Rabbijn H. Groenewoudt	Zuid	23GF00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/23GF00.htm
Clusius College Amsterdam	clusius_college_amsterdam		0000-00-00 00:00:00	Rode Kruisstraat 40	1025 KN		POINT(4.9270401 52.3962288)		Amsterdam	Middelbare school	VO	Clusius College Amsterdam	Algemeen Bijzonder	vmbo Groenschool	Rode Kruisstraat 40	1025 KN	Amsterdam			636 36 36	634 01 07	amsterdam@clusius.nl	www.clusius.nl	dhr. P. Roelofs	Noord	25EF03	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/25EF03.htm
Kolom praktijkcollege Noord	kolom_praktijkcollege_noord		0000-00-00 00:00:00	Oostzanerdijk 139	1035 EX		POINT(4.8787098 52.4206505)		Amsterdam	Middelbare school	VO	Kolom praktijkcollege Noord	Algemeen Bijzonder		Oostzanerdijk 139	1035 EX	Amsterdam			630 11 99	630 12 09	administratie@kpcn.nl	www.kpcn.nl	dhr.S. de Ridder (dir.) en dhr. D. G�ktekin (adj.dir.)	Noord	26HP00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/26HP00.htm
Kolom praktijkcollege De Dreef	kolom_praktijkcollege_de_dreef		0000-00-00 00:00:00	Dubbelink 3	1102 AL		POINT(4.9504499 52.3227615)		Amsterdam Zuidoost	Middelbare school	VO	Kolom praktijkcollege De Dreef	Algemeen Bijzonder		Dubbelink 3	1102 AL	Amsterdam Zuidoost			519 50 70	416 74 84	info@dedreef.net	www.dedreef.net	dhr. T.J. Pijpers (dir.) en mw. J. Febis (adj.dir.)	Zuidoost	27VH00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/27VH00.htm
Passie Amsterdam, De	passie_amsterdam_de		0000-00-00 00:00:00	Zekeringstraat 38-40	1014 BT		POINT(4.8502498 52.3968391)		Amsterdam	Middelbare school	VO	Passie Amsterdam, De	Evangelisch	Evangelische School	Zekeringstraat 38-40	1014 BT	Amsterdam			088-3372760	088 3372766	amsterdam@passie.net	amsterdam.passie.net	dhr. J.C. Wisse	Westpoort	28AC00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/28AC00.htm
IJburg  College	ijburg_college		0000-00-00 00:00:00	Pampuslaan 1	1087 HP		POINT(5.0043302 52.3512802)		Amsterdam	Middelbare school	VO	IJburg  College	Algemeen Bijzonder		Pampuslaan 1	1087 HP	Amsterdam			344 30 00		info@ijburgcollege.nl	www.ijburgcollege.nl	dhr. L. Brouwers	Oost	28DH00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/28DH00.htm
Nieuwe School, Stichting de	nieuwe_school_stichting_de		0000-00-00 00:00:00	Herengracht 274	1016 BW		POINT(4.8864775 52.371067)		Amsterdam	Middelbare school	VO	Nieuwe School, Stichting de	Algemeen Bijzonder	Particulier onderwijs.	Herengracht 274	1016 BW	Amsterdam			623 48 09 / 620 64 26		info@denieuweschool.com	www.denieuweschool.com	mw. drs. A.A. Koksma en dhr. P. Kuizenga (Med)	Centrum	29RW00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/29RW00.htm
Winford Stebo Amsterdam	winford_stebo_amsterdam		0000-00-00 00:00:00	Speerstraat 6	1076 XN		POINT(4.8622599 52.3491592)		Amsterdam	Middelbare school	VO	Winford Stebo Amsterdam		Particulier voortgezet onderwijs	Speerstraat 6	1076 XN	Amsterdam			573 60 20		info@winford.nl	www.winford.nl	mw. H. Stekelenburg	Zuid	30BJ00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/30BJ00.htm
Luzac College Amsterdam	luzac_college_amsterdam		0000-00-00 00:00:00	Passeerdersgracht 25	1016 XG		POINT(4.8806601 52.3667603)		Amsterdam	Middelbare school	VO	Luzac College Amsterdam		Particulier onderwijs	Passeerdersgracht 25	1016 XG	Amsterdam			428 65 60		cvanos@luzac.nl	www.luzac.nl	mw. drs. C. van Os	Centrum	30CW00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/30CW00.htm
Gymnasium, Het 4e	gymnasium_het_4e		0000-00-00 00:00:00	Stavangerweg 902	1013 AX		POINT(4.87995 52.3932304)		Amsterdam	Middelbare school	VO	Gymnasium, Het 4e	Algemeen Bijzonder	onderdeel van de Esprit Scholen	Stavangerweg 902	1013 AX	Amsterdam			584 90 10		info@het4egymnasium.nl	www.het4egymnasium.nl	dhr. dr.  J.H. Verhage (rector)	West	30GC00	http://www.schoolgebouwen.amsterdam.nl/instellingen/paginas/30GC00.htm
Academie Artemis, Hogeschool voor styling en vormgeving	academie_artemis_hogeschool_voor_styling_en_vormgeving		0000-00-00 00:00:00	Prinsengracht 400	1016 JB		POINT(4.88205 52.3667488)		Amsterdam	Hogeschool	HO	Academie Artemis, Hogeschool voor styling en vormgeving			Prinsengracht 400	1016 JB	Amsterdam			689 51 00	616 39 14	info@academieartemis.nl	www.academieartemis.nl				
Academie Verloskunde Amsterdam Groningen, 	academie_verloskunde_amsterdam_groningen		0000-00-00 00:00:00	Louwesweg 6	1066 EC		POINT(4.8245502 52.3475685)		Amsterdam	Hogeschool	HO	Academie Verloskunde Amsterdam Groningen, 			Louwesweg 6	1066 EC	Amsterdam			512 42 31	614 06 98	info.vaa@verloskunde-academie.nl	www.verloskunde-academie.nl	mw. drs. G.A.M. Vermeulen		27PZ	
Amsterdamse Hogeschool voor de Kunsten, Servicebureau en College van Bestuur	amsterdamse_hogeschool_voor_de_kunsten_servicebureau_en_college_van_bestuur		0000-00-00 00:00:00	Jodenbreestraat 3	1011 NG		POINT(4.9019198 52.3696098)		Amsterdam	Hogeschool	HO	Amsterdamse Hogeschool voor de Kunsten, Servicebureau en College van Bestuur			Jodenbreestraat 3	1011 NG	Amsterdam	Postbus 15079	1001MB Amsterdam	527 77 10	527 77 12	info@ahk.nl	www.ahk.nl	mw. G.M.C. (Jet) de Ranitz (voorzitter College van Bestuur)		21QA	
Amsterdamse Hogeschool voor de Kunsten, Academie van Bouwkunst	amsterdamse_hogeschool_voor_de_kunsten_academie_van_bouwkunst		0000-00-00 00:00:00	Waterlooplein 211-213	1011 PG		POINT(4.9032602 52.3676796)		Amsterdam	Hogeschool	HO	Amsterdamse Hogeschool voor de Kunsten, Academie van Bouwkunst			Waterlooplein 211-213	1011 PG	Amsterdam			531 82 18	531 82 40	info@bwk.ahk.nl	www.academievanbouwkunst.nl	A. Oxenaar			
Amsterdamse Hogeschool voor de Kunsten, Academie voor Beeldende Vorming	amsterdamse_hogeschool_voor_de_kunsten_academie_voor_beeldende_vorming		0000-00-00 00:00:00	Hortusplantsoen 2	1018 TZ		POINT(4.9058599 52.3662109)		Amsterdam	Hogeschool	HO	Amsterdamse Hogeschool voor de Kunsten, Academie voor Beeldende Vorming			Hortusplantsoen 2	1018 TZ	Amsterdam			527 72 20	527 72 22	info@bvo.ahk.nl	www.bvo.ahk.nl	dhr. R. Smit		21QA	
Amsterdamse Hogeschool voor de Kunsten, Conservatorium van Amsterdam	amsterdamse_hogeschool_voor_de_kunsten_conservatorium_van_amsterdam		0000-00-00 00:00:00	Oosterdokskade 151	1011 DL		POINT(4.9090414 52.3754425)		Amsterdam	Hogeschool	HO	Amsterdamse Hogeschool voor de Kunsten, Conservatorium van Amsterdam			Oosterdokskade 151	1011 DL	Amsterdam	Postbus 78022	1070LP Amsterdam	527 75 50	676 15 06	info@cva.ahk.nl	www.conservatoriumvanamsterdam.nl	A. Mulder			
Amsterdamse Hogeschool voor de Kunsten, Nederlandse Film en Televisie Academie	amsterdamse_hogeschool_voor_de_kunsten_nederlandse_film_en_televisie_academie		0000-00-00 00:00:00	Markenplein 1	1011 MV		POINT(4.90522 52.3684883)		Amsterdam	Hogeschool	HO	Amsterdamse Hogeschool voor de Kunsten, Nederlandse Film en Televisie Academie			Markenplein 1	1011 MV	Amsterdam			527 73 33	527 73 44	info@filmacademie.nl	www.filmacademie.nl	dhr. Bart R�mer			
Amsterdamse Hogeschool voor de Kunsten, Reinwardt Academie	amsterdamse_hogeschool_voor_de_kunsten_reinwardt_academie		0000-00-00 00:00:00	Dapperstraat 315	1093 BS		POINT(4.9289799 52.360611)		Amsterdam	Hogeschool	HO	Amsterdamse Hogeschool voor de Kunsten, Reinwardt Academie			Dapperstraat 315	1093 BS	Amsterdam			527 71 00	527 71 01	rwa-info@ahk.nl	www.reinwardtacademie.nl	mr. B. Eenkhoorn		21QA	
Amsterdamse Hogeschool voor de Kunsten, de Theaterschool	amsterdamse_hogeschool_voor_de_kunsten_de_theaterschool		0000-00-00 00:00:00	Jodenbreestraat 3	1011 NG		POINT(4.9019198 52.3696098)		Amsterdam	Hogeschool	HO	Amsterdamse Hogeschool voor de Kunsten, de Theaterschool			Jodenbreestraat 3	1011 NG	Amsterdam	Postbus 15323	1001MH Amsterdam	zie opleidingen.			www.ahk.nl/the				
Akademie VOGUE	akademie_vogue		0000-00-00 00:00:00	Rozengracht 133/1	1016 LV		POINT(4.8825645 52.3737259)		Amsterdam	Hogeschool	HO	Akademie VOGUE			Rozengracht 133/1	1016 LV	Amsterdam			683 28 93	412 18 20	info@akademievogue.nl	www.akademievogue.nl	dhr. C.T.M. Schrama			
DasArts, De Theaterschool/AHK	dasarts_de_theaterschool_ahk		0000-00-00 00:00:00	Mauritskade 56	1092 AD		POINT(4.9181299 52.3610306)		Amsterdam	Hogeschool	HO	DasArts, De Theaterschool/AHK			Mauritskade 56	1092 AD	Amsterdam			586 96 36	586 96 37	dasarts@ahk.nl	www.dasarts.nl	Barbara Van Lindt			
Gerrit Rietveld Academie	gerrit_rietveld_academie		0000-00-00 00:00:00	Fred. Roeskestraat 96	1076 ED		POINT(4.86027 52.3417816)		Amsterdam	Hogeschool	HO	Gerrit Rietveld Academie			Fred. Roeskestraat 96	1076 ED	Amsterdam			571 16 00	571 16 54		www.gerritrietveldacademie.nl	Voorzitter Cvb T. van Grootheest; directie G.A. van Eenennaam, B.S.H. Zegers en J. Beij		02BY	
Hogeschool van Amsterdam, Studievoorlichting	hogeschool_van_amsterdam_studievoorlichting		0000-00-00 00:00:00	Wibautstraat 2-4	1091 GM		POINT(4.90871 52.3592682)		Amsterdam	Hogeschool	HO	Hogeschool van Amsterdam, Studievoorlichting			Wibautstraat 2-4	1091 GM	Amsterdam			599 54 22		studievoorlichting@hva.nl	www.hva.nl				
Hogeschool van Amsterdam, Bewegen Sport en Voeding	hogeschool_van_amsterdam_bewegen_sport_en_voeding		0000-00-00 00:00:00	Dr. Meurerlaan 8	1067 SM		POINT(4.8057599 52.367939)		 Amsterdam	Hogeschool	HO	Hogeschool van Amsterdam, Bewegen Sport en Voeding			Dr. Meurerlaan 8	1067 SM	 Amsterdam			595 34 00			www.hva.nl				
Hogeschool van Amsterdam, AMFI - Amsterdam Fashion Institute	hogeschool_van_amsterdam_amfi_amsterdam_fashion_institute		0000-00-00 00:00:00	Mauritskade 11	1091 GC		POINT(4.9114199 52.3601799)		 Amsterdam	Hogeschool	HO	Hogeschool van Amsterdam, AMFI - Amsterdam Fashion Institute			Mauritskade 11	1091 GC	 Amsterdam			595 45 55			www.voltijd.hva.nl/fashion				
Hogeschool van Amsterdam, Gezondheid	hogeschool_van_amsterdam_gezondheid		0000-00-00 00:00:00	Tafelbergweg 51	1105 BD		POINT(4.9619899 52.2924805)		Amsterdam	Hogeschool	HO	Hogeschool van Amsterdam, Gezondheid			Tafelbergweg 51	1105 BD	Amsterdam			595 41 11			www.hva.nl				
Hogeschool van Amsterdam, Techniek	hogeschool_van_amsterdam_techniek		0000-00-00 00:00:00	Weesperzijde 190	1097 DZ		POINT(4.9162002 52.3460388)		Amsterdam	Hogeschool	HO	Hogeschool van Amsterdam, Techniek			Weesperzijde 190	1097 DZ	Amsterdam			595 11 11			www.hva.nl				
Hogeschool van Amsterdam, Onderwijs en Opvoeding	hogeschool_van_amsterdam_onderwijs_en_opvoeding		0000-00-00 00:00:00	Wibautstraat 2 - 4 ('Kohnstammhuis' )	1091 GM		POINT(4.90871 52.3592682)		Amsterdam	Hogeschool	HO	Hogeschool van Amsterdam, Onderwijs en Opvoeding			Wibautstraat 2 - 4 ('Kohnstammhuis' )	1091 GM	Amsterdam			595 55 55			www.hva.nl				
Hogeschool van Amsterdam,, Economie en Management	hogeschool_van_amsterdam_economie_en_management		0000-00-00 00:00:00	Fraijlemaborg 133	1102 CV		POINT(4.9464574 52.3153191)		Amsterdam Zuidoost	Hogeschool	HO	Hogeschool van Amsterdam,, Economie en Management			Fraijlemaborg 133	1102 CV	Amsterdam Zuidoost			523 63 11			www.hva.nl				
Hogeschool van Amsterdam, Economie en Management	hogeschool_van_amsterdam_economie_en_management_1		0000-00-00 00:00:00	H.J.E. Wenkelbachweg 144-148 (gebouw 'KroonState')	1096 AR		POINT(4.93309 52.33784)		Amsterdam	Hogeschool	HO	Hogeschool van Amsterdam, Economie en Management			H.J.E. Wenkelbachweg 144-148 (gebouw 'KroonState')	1096 AR	Amsterdam			595 11 11			www.hva.nl				
Hogeschool van Amsterdam, Media Creatie en Informatie	hogeschool_van_amsterdam_media_creatie_en_informatie		0000-00-00 00:00:00	Duivendrechtsekade 36-38	1096 AH		POINT(4.9284801 52.3369217)		Amsterdam	Hogeschool	HO	Hogeschool van Amsterdam, Media Creatie en Informatie			Duivendrechtsekade 36-38	1096 AH	Amsterdam			595 11 11			www.hva.nl				
Hogeschool van Amsterdam, Media Creatie en Informatie	hogeschool_van_amsterdam_media_creatie_en_informatie_1		0000-00-00 00:00:00	Wibautstraat 2-4 (Kohnstammhuis)	1091 GM		POINT(4.90871 52.3592682)		Amsterdam	Hogeschool	HO	Hogeschool van Amsterdam, Media Creatie en Informatie			Wibautstraat 2-4 (Kohnstammhuis)	1091 GM	Amsterdam			595 55 55			www.hva.nl				
Hogeschool van Amsterdam, Media Creatie en Informatie	hogeschool_van_amsterdam_media_creatie_en_informatie_2		0000-00-00 00:00:00	Rhijnspoorplein 1 (Benno Premselahuis)	1091 GC		POINT(4.9094501 52.3598518)		Amsterdam	Hogeschool	HO	Hogeschool van Amsterdam, Media Creatie en Informatie			Rhijnspoorplein 1 (Benno Premselahuis)	1091 GC	Amsterdam			595 47 00			www.hva.nl				
Hogeschool van Amsterdam, Maatschappij en Recht	hogeschool_van_amsterdam_maatschappij_en_recht		0000-00-00 00:00:00	Wibautstraat 80-86	1091 GP		POINT(4.9106798 52.3558617)		Amsterdam	Hogeschool	HO	Hogeschool van Amsterdam, Maatschappij en Recht			Wibautstraat 80-86	1091 GP	Amsterdam			548 81 00			www.hva.nl				
Hogeschool van Amsterdam, Maatschappij en Recht	hogeschool_van_amsterdam_maatschappij_en_recht_1		0000-00-00 00:00:00	James Wattstraat 79	1097 DL		POINT(4.9208999 52.3490906)		Amsterdam	Hogeschool	HO	Hogeschool van Amsterdam, Maatschappij en Recht			James Wattstraat 79	1097 DL	Amsterdam			595 32 00			www.hva.nl				
Hogeschool Inholland  Amsterdam/Diemen	hogeschool_inholland_amsterdam_diemen		0000-00-00 00:00:00	Wildenborch 6	1112 XB		POINT(4.9621501 52.3280792)		Diemen	Hogeschool	HO	Hogeschool Inholland  Amsterdam/Diemen			Wildenborch 6	1112 XB	Diemen	Postbus 261	1110AG Diemen	495 11 11	495 19 39	info@INHolland.nl	www.inholland.nl	Dhr. D.Terpstra (voorz. College van Bestuur)		27PZ	
Hogeschool Inholland Amsterdam	hogeschool_inholland_amsterdam		0000-00-00 00:00:00	De Boelelaan 1109	1081 HV		POINT(4.8650198 52.3348007)		Amsterdam	Hogeschool	HO	Hogeschool Inholland Amsterdam			De Boelelaan 1109	1081 HV	Amsterdam	Postbus 75068	1070AB Amsterdam	495 14 14	495 19 28	info@INHolland.nl	www.inholland.nl	Dhr. D. Terpstra  (a.i. voorz. College van Bestuur)		03BO	
Hogeschool Inholland Amsterdam	hogeschool_inholland_amsterdam_1		0000-00-00 00:00:00	Professor  J.H. Bavincklaan 7	1183 AT		POINT(4.8710799 52.3183098)		Amstelveen	Hogeschool	HO	Hogeschool Inholland Amsterdam			Professor  J.H. Bavincklaan 7	1183 AT	Amstelveen	Postbus 261	1110AG Diemen	495 11 11	495 13 36	info@INHolland.nl	www.INHolland.nl	Dhr. D. Terpstra  (a.i. voorz. College van Bestuur)		27PZ	
Hogeschool Inholland Amsterdam, Hogeschool Inholland Hoofddorp	hogeschool_inholland_amsterdam_hogeschool_inholland_hoofddorp		0000-00-00 00:00:00	Saturnusstraat 2-24	2132 HB		POINT(4.7006502 52.2955093)		Hoofddorp	Hogeschool	HO	Hogeschool Inholland Amsterdam, Hogeschool Inholland Hoofddorp			Saturnusstraat 2-24	2132 HB	Hoofddorp			023 543 80 00		info@INHolland.nl	www.INHolland.nl			27PZ	
Hogeschool Inholland Amsterdam	hogeschool_inholland_amsterdam_2		0000-00-00 00:00:00	De Boelelaan 1109	1081 HV		POINT(4.8650198 52.3348007)		Amsterdam	Hogeschool	HO	Hogeschool Inholland Amsterdam			De Boelelaan 1109	1081 HV	Amsterdam			495 11 11		info@INHOLLAND.nl	www.INHolland.nl	Dhr. D. Terpstra  (a.i. voorz. College van Bestuur)		27PZ	
Hogeschool iPabo	hogeschool_ipabo		0000-00-00 00:00:00	Jan Tooropstraat 136	1061 AD		POINT(4.8368802 52.3674812)		Amsterdam	Hogeschool	HO	Hogeschool iPabo			Jan Tooropstraat 136	1061 AD	Amsterdam	Postbus 90506	1006BM Amsterdam	613 70 79	613 46 45	info@ipabo.nl	www.ipabo.nl	College van bestuur: Drs. W.W. Roelofs		21UG	
Hogeschool Tio Hospitality en Toerisme	hogeschool_tio_hospitality_en_toerisme		0000-00-00 00:00:00	Tempelhofstraat 5	1043 EA		POINT(4.8408399 52.3871689)		Amsterdam	Hogeschool	HO	Hogeschool Tio Hospitality en Toerisme			Tempelhofstraat 5	1043 EA	Amsterdam			020 475 10 57	020 475 22 08	amsterdam@tio.nl	www.tio.nl				
Hoger Technisch Instituut (HTI) Amsterdam	hoger_technisch_instituut_hti_amsterdam		0000-00-00 00:00:00	Tempelhofstraat 80	1043 EB		POINT(4.8415399 52.3866386)		 Amsterdam	Hogeschool	HO	Hoger Technisch Instituut (HTI) Amsterdam			Tempelhofstraat 80	1043 EB	 Amsterdam			684 57 80	688 72 13	HTI@HTI-opleidingen.nl	www.HTI-opleidingen.nl	H. Singerling (voorzitter stichting)			
Hotelschool The Hague,  Amsterdam Campus	hotelschool_the_hague_amsterdam_campus		0000-00-00 00:00:00	Jan Evertsenstraat 171	1057 BW		POINT(4.8488498 52.3697701)		Amsterdam	Hogeschool	HO	Hotelschool The Hague,  Amsterdam Campus			Jan Evertsenstraat 171	1057 BW	Amsterdam			851 29 00	851 29 01	info@hdh.nl	www.hotelschool.nl	S. Stolle		02NR	
Open Universiteit Studiecentrum Amsterdam	open_universiteit_studiecentrum_amsterdam		0000-00-00 00:00:00	Amstelveenseweg 390	1076 CT		POINT(4.85711 52.3417091)		Amsterdam	Universiteit	WO	Open Universiteit Studiecentrum Amsterdam			Amstelveenseweg 390	1076 CT	Amsterdam	Postbus 75812	1070AV Amsterdam	578 84 11	578 84 12	amsterdam@ou.nl	http://www.ou.nl				
Sandberg Instituut	sandberg_instituut		0000-00-00 00:00:00	Fred. Roeskestraat 98	1076 ED		POINT(4.8610153 52.3415031)		Amsterdam	Hogeschool	HO	Sandberg Instituut			Fred. Roeskestraat 98	1076 ED	Amsterdam			588 24 00	588 24 01	contact@sandberg.nl	www.sandberg.nl	J. Bey			
Universiteit van Amsterdam, Service en Informatiecentrum	universiteit_van_amsterdam_service_en_informatiecentrum		0000-00-00 00:00:00	Binnengasthuisstraat 9	1012 ZA		POINT(4.8948698 52.3690109)		Amsterdam	Universiteit	WO	Universiteit van Amsterdam, Service en Informatiecentrum			Binnengasthuisstraat 9	1012 ZA	Amsterdam			525 33 33 / 525 80 80	525 29 21	info@uva.nl	www.studeren.uva.nl				
Vrije Universiteit Amsterdam, VU-hoofdgebouw	vrije_universiteit_amsterdam_vu_hoofdgebouw		0000-00-00 00:00:00	De Boelelaan 1105	1081 HV		POINT(4.8664899 52.3345795)		Amsterdam	Universiteit	WO	Vrije Universiteit Amsterdam, VU-hoofdgebouw			De Boelelaan 1105	1081 HV	Amsterdam			598  50 00		communicatie@dienst.vu.nl	www.vu.nl	mw. Femke C.N.M. den Boer			
